Date,Gold,Silver,Brent_Oil,WTI_Oil,Natural_Gas,SP500,NASDAQ,Dow_Jones,DAX,FTSE100,Nikkei225,BIST100,USD_TRY,EUR_TRY,Bitcoin,VIX,US_10Y_Bond,Dollar_Index
2014-09-18,-0.007048017717204091,-0.011305815854754986,-0.012832214376039208,-0.014297802375568325,-0.02566656499368858,0.0048911800862372345,0.00684764000978233,0.0063613441561183315,0.014141684294622925,0.005662950773020148,0.011259620314642893,-0.018636635385585132,0.009931059051444313,0.001607554604835748,-0.07192557601231164,-0.04901185013878395,0.011153863435666933,-0.004486390402707707
2014-09-19,-0.008484868041160332,-0.036364596747501254,0.007062461238067197,-0.007091393949489211,-0.018670125585611763,-0.00047726958102545236,-0.002969488203100834,0.0007963632443521718,0.00011531617012772166,0.002727567080049065,0.015783320342946272,-0.007413280503818953,-0.00037749483583204846,0.005245012048980202,-0.06984264508683835,0.0066500353683962565,-0.015975677495561835,0.005692639452927528
2014-09-22,0.0012342630953123823,-0.004611705291522106,-0.014432342491656813,-0.009631067890628175,0.003388066668223999,-0.00801332329681892,-0.011376088687881203,-0.0061957266384145004,-0.0050738247328551145,-0.009403443397213329,-0.007062577731974162,-0.0006760393331110004,0.004590389916234727,-0.001808822452519565,0.018632453856960884,0.13047068278279172,-0.008117475575688426,-0.0015330763930887503
2014-09-25,0.0021335759379834673,-0.014963438429762221,0.0005157612514881116,-0.0029095287023894745,0.015341330241552598,-0.016168772358634453,-0.019421720722844316,-0.015354958508439709,-0.01572763786660758,-0.009930902481939285,0.012784295026616377,-0.008010110104617385,-5.371443869695014e-05,-0.005038383934246604,-0.027483091679796234,0.17859832734010972,-0.022576912265025673,0.0017635966032016892
2014-09-26,-0.00581393372897232,0.005638965095157156,0.0,0.010915402026963505,0.00327373749375659,0.008575824615237426,0.010172931416857933,0.00987557988762422,-0.002046260878494577,0.0014608652116698817,-0.008811412383964101,0.0005590434400155608,0.01018358961328647,0.008102870147966401,-0.01736994378879475,-0.05051150540353433,0.009558012198562116,0.005164348088809723
2014-09-29,0.0028004484658865625,0.002231588169832488,0.0020618242086825056,0.011011318892620414,0.04267064238427709,-0.002546802239196122,-0.001405048065867609,-0.0024501442775241022,-0.007127052681825896,-0.00042106125795093874,0.004977202214017984,0.00017820184929195904,0.0018718093858458573,-0.004804597910296415,-0.0716028390158373,0.07609421762551905,-0.017357060072356933,-0.0005838749663029663
2014-09-30,-0.005749486652977365,-0.029116248407865974,-0.026028794842905878,-0.03605790466023939,-0.007944148752079161,-0.002785928622506484,-0.002765285277462115,-0.00165895063935384,0.005453691862212562,-0.0035958086830254476,-0.00840678968716202,0.003913200826238361,0.006833172278589039,0.008421691071577975,0.030567238732558177,0.020650809334120446,0.00682455253923453,0.004089334250393817
2014-10-01,0.0033870099842523427,0.011995681491854704,-0.005387076335692242,-0.004716984290277226,-0.023780648880404542,-0.013248560995234304,-0.015867817126784423,-0.013975875447586605,-0.009738928802353164,-0.009844956496543267,-0.005643145950617101,-0.010452653191009631,-0.0007238022798098376,-0.0056931153686589075,-0.008603337970520819,0.024524808806127174,-0.04186594296928492,0.0003490665399659143
2014-10-02,-0.0003293466343678997,-0.012144081633195913,-0.007859021499399432,0.0030860660083453784,-0.022619897350217077,5.143341477165109e-06,0.0018340539991430482,-0.00021780536800741768,-0.019862501026573942,-0.01694244722169269,-0.026131901047738992,-0.00399838378969708,0.002388288853891307,0.0028784386807521045,-0.0222697222086099,-0.032914378647190934,0.014565062720553357,-0.004303858803400007
2014-10-09,0.016012549552766764,0.020687699254323677,-0.014554544119450563,-0.017638311288393438,-0.002594031235740535,-0.02066141501469343,-0.020196528022420335,-0.019710859884466747,0.0010771648222851482,-0.0077597561712339225,-0.007505189012293134,0.03104459877834498,-0.005329654908645232,0.0015037987436714584,0.03424377642532228,0.24156192290789535,-0.001287562694878841,0.0025790572501516174
2014-10-10,-0.002939715546062316,-0.006621740500872608,0.0017767465551654649,0.0005829900164961987,0.0036410764267025275,-0.011451012338901223,-0.023319251821154352,-0.0069120993216981175,-0.024009938033692113,-0.014288142498962375,-0.011524045035009811,-0.02278888824505476,0.00355443368222752,-0.001241445632684246,-0.009489705523839986,0.1321961360329973,-0.008594749360793519,0.004560419017212158
2014-10-15,0.008511673320204638,0.003572884940266974,-0.014816581875182089,-0.0007331080312619198,-0.0041928806312644396,-0.008100314924121665,-0.0028033170833581256,-0.01063120875358503,-0.028697307684008466,-0.028329202390727337,0.009172809965305007,0.002268115915972757,0.001290511605048117,-0.006203273963902856,-0.015209381938148914,0.10881963328692312,-0.052583939602070084,-0.007807016678254786
2014-10-16,-0.00289363849898161,-0.0015504120486160566,0.008235885073523797,0.011249672079699513,-0.0010526180399421659,0.0001449777086941495,0.0004911400762772633,-0.0015178041304261258,0.0012774450461094933,-0.002527560542479823,-0.022233669299508874,-0.003741904783803318,-0.0016363098433759271,0.013950437256043724,-0.030946924386217045,-0.002770070975709582,0.030143638644116955,-0.0017616150697697952
2014-10-17,-0.0017734390744659212,-0.006096209874159708,0.0008286929538610099,0.0006046318452599397,-0.007903048303377735,0.012884107385910504,0.009733461538238952,0.0163284729921509,0.031151374064301685,0.01846380738017972,-0.013968300371167697,0.012837962261988967,-0.0038377954941278825,-0.005541174471152321,0.0031420128043384565,-0.1273809878824329,0.021365426340124394,0.0022353228400735503
2014-10-20,0.0046030452613397,0.0012730741235957854,0.010172706423446476,-0.00048339474957515005,-0.02549122551896743,0.00914265720638352,0.013533097473594768,0.0011757804255989601,-0.014972398880860327,-0.0068459040565964635,0.03982248850738079,0.01056628076387578,-0.007085825670107404,-0.011351402949396294,-0.00237908889253291,-0.1555252438331446,-0.008185488146616904,-0.002817296470077446
2014-10-21,0.00562700964630225,0.011557954560485362,0.009601869791252104,0.0012090252113166056,0.011171631749714361,0.019574487182363987,0.02395933348198742,0.013118594826901475,0.019408678360198994,0.01678602629477588,-0.020312720128732864,0.017216998048387833,-0.0007038363488619526,0.002851252840131435,0.009481656731152865,-0.13408722735801504,0.012379619660601637,0.004237794270562478
2014-10-22,-0.004955996140587504,-0.018167212715686776,-0.017513362501181295,-0.02765367688734699,-0.014012408045660285,-0.0072993302004167315,-0.008288278931996573,-0.009238157362189692,0.005984013400955002,0.004299921765269721,0.02644432897659521,0.005604891541709067,0.000258584572034648,-0.006097321896728958,-0.00858274545359361,0.11131846542414614,0.009510936318806174,0.005040444467020899
2014-10-23,-0.013094511719749846,-0.0041894856329576236,0.02502659390266282,0.019498258324373685,-0.010112036535188107,0.012303377138681793,0.015957639400820733,0.013156908073803653,0.011987499758320919,0.0030470177359687156,-0.003738512234979008,0.018108232123189127,0.0006239276906907509,-0.004883293081498596,-0.06457126822962156,-0.07498601508993408,0.020637057839981487,0.0011662990041121368
2014-10-24,0.0021977624516686944,0.0012854597825728842,-0.008061782366407422,-0.013156221827746117,0.000276070548466123,0.007053449392805167,0.006946246175973281,0.007645432736645752,-0.00657762013806551,-0.004751370742771321,0.010085216414730924,-0.0009761720802347051,-0.004538494857133535,-0.0037834766544784237,-0.0002008581299606238,-0.025408352017387448,-0.0008791619236220294,-0.0012813721534198352
2014-10-27,-0.001705633259600714,-0.0012254848762811577,-0.0034830538944592426,-0.00012346791713013783,-0.017112834507428065,-0.0015015683952100956,0.0004928855574404256,0.0007455513884224718,-0.009478343418438229,-0.0039444948960024595,0.006348572184338597,-0.002287953337741233,-0.0018522629364255971,0.00018387687314547208,-0.01494645531703509,-0.004345108142282728,-0.007039169560712932,-0.002682880531054921
2014-10-28,8.134048321806198e-05,0.004089961773902306,0.0023301519745491106,0.0051851625795718,0.024712108402852095,0.011939073060167393,0.01746791862795849,0.011167274528396609,0.018599048097835524,0.006081589583169622,-0.003821602534679225,0.004463921538510052,-0.000600719345652978,0.0009863968773147214,0.013113716357861849,-0.10286786022607552,0.011962760644222525,-0.0010525887472587758
2014-10-31,-0.022535681954918285,-0.01915691959311605,-0.004406276238761442,-0.007149923710759842,0.012019860199614874,0.011731393541549506,0.01414763798788532,0.011346021804725215,0.023262095338174138,0.012825654602890646,0.04825328332043477,0.008524490780273064,-0.007207034753236474,-0.009400629947027395,-0.020225535163465924,-0.033746605326756884,0.013015171592587471,0.008473542827736047
2014-11-05,-0.018845296847618376,-0.0319582986790351,0.0015696360045518443,0.019302990240226636,0.01574220814743632,0.005700497411807337,-0.0006315201418490846,0.0057921295887457536,0.016256066580975892,0.01318563645123172,0.004438828134546657,-0.016346500118013196,-0.005481483363839801,-0.0008673029109675934,0.02721393533736638,-0.04835461722146206,0.003415839870671622,0.005288561355705879
2014-11-06,-0.0027064567136911855,-0.0016863421011203972,-0.0010849468499291026,-0.009786434164715585,0.050071542631961785,0.0037755130048497954,0.003841392504782881,0.004000188112727843,0.006648040077777084,0.001850422455008216,-0.008551520611150387,-0.018311317678638472,0.010388458699590597,0.004623701241029066,0.02887900040604885,-0.035285814912343394,0.010638338885950116,0.006518752046080767
